DISTRICT,BUILDING_TYPE,RENOVATION,SELLER_TYPE,TOTAL_PROPERTIES
Novokosino,brick,no_renovation,owner,6
Pervomayskoye,brick,no_renovation,owner,6
Marfino,modern_panel,no_renovation,agency,6
Strogino,khrushchev,designer,agency,6
Rostokino,monolith,designer,owner,6
Voykovsky,khrushchev,no_renovation,owner,6
Ramenki,panel,no_renovation,agency,6
Perovo,khrushchev,no_renovation,agency,6
Tyoply Stan,panel,no_renovation,owner,6
Tagansky,khrushchev,designer,agency,6
Molzhaninovsky,brick,no_renovation,owner,6
Kievsky,khrushchev,no_renovation,agency,6
Chertanovo Severnoye,monolith,designer,agency,6
Dorogomilovo,brick,designer,agency,5
Severny,panel,euro,owner,5
Krylatskoye,stalin,euro,agency,5
Ostankinsky,modern_panel,no_renovation,owner,5
Troitsk,stalin,euro,agency,5
Metrogorodok,stalin,no_renovation,agency,5
Desyonovskoye,modern_panel,designer,owner,5
Maryina Roshcha,modern_panel,euro,owner,5
Gagarinsky,monolith,designer,agency,5
Savyolovsky,modern_panel,cosmetic,owner,5
Novogireyevo,panel,no_renovation,owner,5
Tverskoy,modern_panel,designer,agency,5
Chertanovo Severnoye,modern_panel,euro,owner,5
Desyonovskoye,brick,euro,owner,5
Khamovniki,monolith,designer,agency,5
Troitsk,brick,designer,agency,5
Pervomayskoye,stalin,no_renovation,agency,5
Khovrino,khrushchev,no_renovation,owner,5
Tverskoy,khrushchev,no_renovation,owner,5
Beskudnikovsky,brick,no_renovation,owner,5
Moskovsky,panel,designer,owner,5
Chertanovo Tsentralnoye,stalin,no_renovation,agency,5
Moskvorechye-Saburovo,panel,no_renovation,owner,5
Krasnopakhorskoye,brick,designer,agency,5
Butyrsky,panel,no_renovation,owner,5
Nagorny,khrushchev,designer,agency,5
Sokol,panel,designer,agency,5
Lianozovo,panel,designer,owner,5
Troparyovo-Nikulino,monolith,no_renovation,owner,5
Yuzhnoye Tushino,khrushchev,euro,owner,5
Mikhaylovo-Yartsevskoye,modern_panel,no_renovation,owner,5
Troparyovo-Nikulino,modern_panel,designer,agency,5
Golovinsky,modern_panel,euro,owner,5
Shchapovskoye,khrushchev,no_renovation,agency,5
Strogino,stalin,no_renovation,agency,5
Danilovsky,modern_panel,designer,agency,5
Zapadnoye Degunino,monolith,cosmetic,owner,5
Klyonovskoye,khrushchev,no_renovation,owner,5
Sokolinaya Gora,stalin,cosmetic,owner,5
Strogino,panel,euro,owner,5
Vnukovskoye,modern_panel,no_renovation,owner,5
Konkovo,modern_panel,no_renovation,owner,5
Novokosino,brick,designer,agency,5
Marfino,modern_panel,designer,agency,5
Voykovsky,brick,designer,owner,5
Novokosino,khrushchev,euro,agency,5
Kotlovka,stalin,cosmetic,owner,5
Gagarinsky,stalin,no_renovation,agency,5
Ramenki,modern_panel,euro,owner,5
Marfino,brick,no_renovation,agency,5
Ramenki,panel,euro,owner,5
Kuntsevo,panel,designer,agency,5
Sosenskoye,modern_panel,no_renovation,owner,5
Sokolniki,panel,no_renovation,owner,5
Maryina Roshcha,brick,no_renovation,owner,5
Krasnopakhorskoye,panel,no_renovation,owner,5
Desyonovskoye,brick,designer,agency,5
Mitino,monolith,no_renovation,owner,5
Obruchevsky,khrushchev,euro,owner,5
Yaroslavsky,brick,no_renovation,owner,5
Zyuzino,brick,no_renovation,owner,5
Filimonkovskoye,khrushchev,euro,owner,5
Basmanny,khrushchev,no_renovation,owner,5
Losinoostrovsky,modern_panel,euro,owner,5
Pokrovskoye-Streshnevo,stalin,euro,owner,5
Chertanovo Severnoye,panel,euro,owner,5
Levoberezhny,stalin,euro,agency,5
Severnoye Tushino,monolith,designer,agency,5
Golovinsky,modern_panel,designer,agency,5
Yaroslavsky,stalin,no_renovation,owner,5
Nagatino-Sadovniki,monolith,euro,owner,5
Lomonosovsky,stalin,euro,owner,5
Perovo,khrushchev,no_renovation,owner,5
Konkovo,modern_panel,designer,owner,5
Dmitrovsky,modern_panel,no_renovation,owner,5
Ochakovo-Matveyevskoye,modern_panel,designer,agency,5
Izmaylovo,khrushchev,no_renovation,owner,5
Bogorodskoye,brick,cosmetic,owner,5
Sviblovo,khrushchev,designer,agency,5
Filimonkovskoye,monolith,designer,agency,5
Zamoskvorechye,khrushchev,no_renovation,agency,5
Basmanny,panel,no_renovation,owner,5
Krasnopakhorskoye,stalin,cosmetic,owner,5
Nagatino-Sadovniki,khrushchev,cosmetic,owner,5
Khoroshyovo-Mnyovniki,modern_panel,euro,owner,5
Novo-Peredelkino,panel,euro,owner,5
Timiryazevsky,stalin,euro,agency,5
Golyanovo,brick,no_renovation,agency,5
Severnoye Izmaylovo,stalin,euro,owner,5
Yuzhnoye Tushino,monolith,designer,agency,5
Zelenograd,brick,no_renovation,owner,5
Nagatinsky Zaton,khrushchev,no_renovation,owner,5
Pervomayskoye,modern_panel,designer,agency,5
Metrogorodok,panel,euro,owner,5
Zyablikovo,modern_panel,no_renovation,owner,5
Pervomayskoye,monolith,euro,owner,5
Kotlovka,monolith,euro,owner,5
Beskudnikovsky,monolith,designer,owner,5
Zyuzino,brick,designer,agency,5
Timiryazevsky,khrushchev,euro,owner,5
Dmitrovsky,modern_panel,designer,agency,5
Ivanovskoye,stalin,cosmetic,agency,5
Voskresenskoye,stalin,designer,agency,5
Solntsevo,khrushchev,designer,owner,5
Koptevo,khrushchev,no_renovation,agency,5
Cheryomushki,stalin,euro,agency,5
Shcherbinka,stalin,cosmetic,owner,5
Konkovo,khrushchev,designer,agency,5
Krasnopakhorskoye,panel,no_renovation,agency,5
Moskvorechye-Saburovo,khrushchev,no_renovation,agency,5
Mosrentgen,monolith,no_renovation,owner,5
Tsaritsyno,stalin,euro,owner,5
Krasnopakhorskoye,brick,no_renovation,owner,5
Sokol,stalin,euro,owner,5
Voronovskoye,brick,no_renovation,owner,5
Golovinsky,monolith,no_renovation,owner,5
Nagorny,brick,no_renovation,agency,5
Vnukovo,stalin,euro,agency,5
Marfino,khrushchev,no_renovation,agency,5
Marushkinskoye,khrushchev,designer,agency,5
Alekseevsky,khrushchev,cosmetic,owner,5
Arbat,khrushchev,no_renovation,owner,5
Rostokino,khrushchev,cosmetic,owner,5
Moskvorechye-Saburovo,stalin,euro,agency,5
Yaroslavsky,stalin,cosmetic,agency,5
Severnoye Butovo,khrushchev,no_renovation,agency,5
Koptevo,khrushchev,euro,owner,5
Golovinsky,khrushchev,no_renovation,agency,5
Sokolinaya Gora,panel,no_renovation,owner,5
Marfino,monolith,no_renovation,agency,5
Konkovo,monolith,euro,owner,5
Kotlovka,stalin,euro,agency,5
Sviblovo,monolith,no_renovation,owner,5
Ivanovskoye,panel,designer,owner,5
Marfino,modern_panel,designer,owner,5
Sosenskoye,modern_panel,designer,owner,5
Sokolinaya Gora,panel,designer,agency,5
Zyuzino,khrushchev,cosmetic,owner,5
Rogovskoye,khrushchev,designer,agency,5
Troparyovo-Nikulino,monolith,designer,agency,5
Dorogomilovo,khrushchev,no_renovation,agency,5
Shchukino,stalin,euro,agency,5
Bogorodskoye,monolith,no_renovation,agency,5
Koptevo,panel,euro,owner,5
Otradnoye,monolith,designer,agency,5
Sosenskoye,khrushchev,euro,owner,5
Gagarinsky,modern_panel,cosmetic,owner,5
Tverskoy,khrushchev,designer,agency,5
Novogireyevo,stalin,no_renovation,agency,5
Golovinsky,stalin,no_renovation,agency,5
Perovo,stalin,euro,owner,5
Obruchevsky,modern_panel,no_renovation,agency,5
Izmaylovo,panel,designer,agency,5
Zyablikovo,stalin,euro,owner,5
Metrogorodok,brick,euro,owner,5
Meshchansky,modern_panel,euro,owner,5
Pokrovskoye-Streshnevo,panel,no_renovation,owner,5
Levoberezhny,modern_panel,designer,agency,5
Mitino,panel,no_renovation,owner,5
Maryina Roshcha,khrushchev,euro,owner,5
Pokrovskoye-Streshnevo,monolith,no_renovation,owner,5
Ochakovo-Matveyevskoye,panel,designer,owner,5
Pokrovskoye-Streshnevo,khrushchev,euro,owner,5
Troitsk,khrushchev,no_renovation,agency,5
Veshnyaki,brick,no_renovation,owner,5
Novofyodorovskoye,modern_panel,no_renovation,owner,5
Shchukino,modern_panel,designer,agency,5
Lomonosovsky,monolith,designer,agency,5
Krylatskoye,monolith,no_renovation,agency,5
Golyanovo,modern_panel,designer,agency,5
Sokol,stalin,cosmetic,owner,5
Losinoostrovsky,stalin,no_renovation,agency,5
Rostokino,stalin,cosmetic,owner,5
Khamovniki,panel,designer,agency,5
Kuntsevo,stalin,no_renovation,agency,5
Shchapovskoye,brick,designer,agency,5
Perovo,modern_panel,no_renovation,owner,5
Zyuzino,brick,euro,owner,5
Krylatskoye,monolith,no_renovation,owner,5
Koptevo,modern_panel,designer,owner,5
Voykovsky,modern_panel,no_renovation,owner,5
Ivanovskoye,khrushchev,designer,agency,5
Losinoostrovsky,modern_panel,designer,owner,5
Chertanovo Tsentralnoye,brick,designer,agency,5
Sokolniki,modern_panel,designer,agency,5
Zamoskvorechye,panel,designer,agency,5
Sviblovo,brick,designer,owner,5
Danilovsky,brick,euro,owner,5
Kokoshkino,stalin,cosmetic,agency,5
Mikhaylovo-Yartsevskoye,stalin,cosmetic,owner,5
Pervomayskoye,panel,no_renovation,owner,5
Zelenograd,stalin,cosmetic,agency,5
Sokolniki,brick,no_renovation,owner,5
Biryulyovo Zapadnoye,stalin,cosmetic,owner,5
Nagatinsky Zaton,modern_panel,designer,agency,5
Chertanovo Yuzhnoye,khrushchev,euro,owner,5
Gagarinsky,panel,no_renovation,owner,5
Basmanny,khrushchev,euro,owner,5
Altufyevsky,brick,no_renovation,agency,5
Tagansky,brick,designer,owner,5
Ramenki,brick,no_renovation,owner,5
Pervomayskoye,modern_panel,euro,owner,5
Pervomayskoye,monolith,designer,agency,5
Molzhaninovsky,monolith,no_renovation,owner,5
Obruchevsky,brick,designer,owner,5
Prospekt Vernadskogo,brick,cosmetic,owner,5
Mikhaylovo-Yartsevskoye,brick,no_renovation,agency,5
Bibirevo,panel,designer,agency,5
Akademichesky,khrushchev,designer,owner,5
Veshnyaki,modern_panel,designer,owner,5
Ryazanovskoye,panel,designer,agency,5
Nagorny,modern_panel,designer,agency,5
Izmaylovo,brick,no_renovation,agency,5
Konkovo,stalin,euro,owner,5
Butyrsky,khrushchev,no_renovation,agency,5
Yuzhnoye Medvedkovo,brick,euro,owner,5
Begovoy,khrushchev,designer,agency,5
Ochakovo-Matveyevskoye,panel,designer,agency,5
Beskudnikovsky,panel,designer,agency,5
Ivanovskoye,panel,no_renovation,owner,5
Chertanovo Yuzhnoye,stalin,cosmetic,owner,5
Kievsky,brick,no_renovation,agency,5
Marfino,panel,no_renovation,owner,5
Shchapovskoye,stalin,designer,agency,5
Filimonkovskoye,stalin,cosmetic,agency,5
Lianozovo,stalin,cosmetic,agency,5
Yuzhnoye Tushino,brick,euro,owner,5
Krylatskoye,monolith,designer,agency,5
Ryazanovskoye,panel,no_renovation,owner,5
Babushkinsky,brick,designer,agency,5
Yakimanka,stalin,euro,agency,5
Losinoostrovsky,stalin,cosmetic,agency,5
Donskoy,modern_panel,no_renovation,owner,5
Nagorny,monolith,no_renovation,owner,5
Ochakovo-Matveyevskoye,monolith,no_renovation,agency,5
Voskresenskoye,stalin,cosmetic,agency,5
Ramenki,khrushchev,designer,agency,5
Alekseevsky,stalin,cosmetic,owner,5
Khovrino,stalin,no_renovation,agency,5
Troitsk,monolith,designer,agency,5
Zapadnoye Degunino,brick,no_renovation,agency,5
Aeroport,modern_panel,euro,owner,5
Filyovsky Park,stalin,no_renovation,agency,5
Troitsk,stalin,no_renovation,agency,5
Beskudnikovsky,panel,no_renovation,owner,5
Severnoye Tushino,stalin,euro,agency,5
Khamovniki,modern_panel,euro,owner,5
Novofyodorovskoye,monolith,no_renovation,owner,5
Rogovskoye,brick,no_renovation,owner,5
Levoberezhny,panel,designer,agency,5
Gagarinsky,brick,no_renovation,owner,5
Shchapovskoye,modern_panel,designer,agency,5
Zapadnoye Degunino,panel,designer,agency,5
Kosino-Ukhtomsky,monolith,no_renovation,owner,5
Lomonosovsky,modern_panel,designer,agency,5
Yuzhnoye Tushino,monolith,no_renovation,owner,5
Yasenevo,khrushchev,designer,agency,5
Izmaylovo,stalin,euro,agency,5
Khoroshyovo-Mnyovniki,monolith,no_renovation,agency,5
Obruchevsky,modern_panel,euro,owner,5
Chertanovo Tsentralnoye,monolith,no_renovation,owner,5
Yuzhnoye Medvedkovo,monolith,designer,agency,5
Obruchevsky,monolith,euro,owner,5
Khovrino,stalin,euro,owner,5
Krasnoselsky,modern_panel,designer,owner,5
Marushkinskoye,stalin,cosmetic,agency,5
Severny,modern_panel,no_renovation,owner,5
Voykovsky,brick,no_renovation,owner,5
Ryazanovskoye,modern_panel,designer,agency,5
Moskovsky,stalin,cosmetic,agency,5
Mikhaylovo-Yartsevskoye,brick,no_renovation,owner,5
Brateyevo,khrushchev,no_renovation,owner,5
Cheryomushki,brick,no_renovation,owner,5
Fili-Davydkovo,monolith,designer,agency,5
Yuzhnoye Medvedkovo,stalin,no_renovation,agency,5
Novofyodorovskoye,modern_panel,designer,agency,5
Yuzhnoye Butovo,panel,designer,agency,5
Donskoy,monolith,no_renovation,owner,5
Ramenki,stalin,no_renovation,agency,5
Tsaritsyno,monolith,no_renovation,owner,5
Altufyevsky,stalin,no_renovation,owner,5
Krylatskoye,modern_panel,no_renovation,owner,5
Shcherbinka,monolith,designer,agency,5
Kuntsevo,brick,no_renovation,owner,5
Timiryazevsky,modern_panel,no_renovation,owner,5
Filimonkovskoye,brick,no_renovation,owner,5
Lianozovo,panel,designer,agency,5
Filimonkovskoye,monolith,designer,owner,5
Krasnoselsky,monolith,designer,agency,5
Voykovsky,modern_panel,cosmetic,owner,5
Filimonkovskoye,modern_panel,designer,agency,5
Kosino-Ukhtomsky,modern_panel,euro,owner,5
Shcherbinka,stalin,euro,owner,5
Aeroport,brick,no_renovation,owner,5
Zelenograd,panel,designer,agency,5
Danilovsky,modern_panel,no_renovation,owner,5
Zyablikovo,khrushchev,no_renovation,owner,5
Novofyodorovskoye,brick,no_renovation,owner,5
Strogino,khrushchev,no_renovation,agency,5
Severnoye Butovo,brick,designer,owner,5
Orekhovo-Borisovo Severnoye,panel,euro,owner,5
Veshnyaki,monolith,no_renovation,owner,5
Severnoye Tushino,brick,no_renovation,owner,5
Akademichesky,monolith,designer,owner,5
Losinoostrovsky,modern_panel,no_renovation,owner,5
Lomonosovsky,stalin,cosmetic,owner,5
Gagarinsky,stalin,cosmetic,owner,5
Ostankinsky,modern_panel,designer,owner,5
Shcherbinka,monolith,designer,owner,5
Yuzhnoye Medvedkovo,monolith,euro,owner,5
Desyonovskoye,monolith,designer,agency,5
Chertanovo Yuzhnoye,brick,no_renovation,agency,5
Marfino,brick,cosmetic,owner,5
Donskoy,panel,cosmetic,owner,5
Tyoply Stan,panel,euro,owner,5
Chertanovo Yuzhnoye,khrushchev,cosmetic,owner,5
Ochakovo-Matveyevskoye,monolith,designer,agency,5
Perovo,monolith,no_renovation,owner,5
Fili-Davydkovo,khrushchev,cosmetic,owner,5
Vnukovskoye,brick,euro,owner,5
Moskovsky,khrushchev,no_renovation,owner,5
Severnoye Izmaylovo,modern_panel,no_renovation,owner,5
Novo-Peredelkino,modern_panel,designer,agency,5
Yakimanka,khrushchev,euro,owner,5
Yuzhnoye Medvedkovo,khrushchev,no_renovation,owner,5
Yasenevo,stalin,euro,owner,5
Orekhovo-Borisovo Severnoye,monolith,no_renovation,owner,5
Aeroport,modern_panel,no_renovation,agency,5
Cheryomushki,khrushchev,euro,owner,5
Kievsky,panel,no_renovation,owner,5
Novokosino,stalin,cosmetic,owner,5
Desyonovskoye,stalin,euro,agency,5
Presnensky,brick,designer,owner,5
Kokoshkino,monolith,no_renovation,owner,5
Rostokino,panel,designer,owner,5
Preobrazhenskoye,monolith,designer,agency,5
Metrogorodok,panel,designer,agency,5
Vostochny,modern_panel,designer,agency,5
Rostokino,modern_panel,designer,owner,5
Tagansky,brick,no_renovation,owner,5
Obruchevsky,panel,euro,owner,5
Vostochnoye Izmaylovo,khrushchev,euro,owner,5
Tsaritsyno,brick,designer,agency,5
Krasnoselsky,modern_panel,designer,agency,5
Losinoostrovsky,stalin,euro,agency,5
Severnoye Izmaylovo,khrushchev,euro,owner,5
Bibirevo,monolith,no_renovation,owner,5
Izmaylovo,stalin,no_renovation,agency,5
Basmanny,monolith,designer,agency,5
Severny,brick,designer,agency,5
Yasenevo,modern_panel,no_renovation,owner,5
Ivanovskoye,brick,designer,agency,5
Yuzhnoye Medvedkovo,panel,no_renovation,owner,5
Strogino,brick,no_renovation,owner,5
Chertanovo Tsentralnoye,modern_panel,euro,owner,5
Orekhovo-Borisovo Severnoye,khrushchev,no_renovation,agency,5
Krylatskoye,khrushchev,cosmetic,owner,5
Filimonkovskoye,stalin,cosmetic,owner,5
Molzhaninovsky,khrushchev,no_renovation,agency,5
Kotlovka,khrushchev,euro,owner,5
Ostankinsky,khrushchev,no_renovation,owner,5
Basmanny,brick,no_renovation,agency,5
Krasnoselsky,brick,designer,agency,5
Biryulyovo Zapadnoye,panel,designer,owner,5
Sokolinaya Gora,brick,cosmetic,owner,5
Golyanovo,khrushchev,designer,agency,5
Kotlovka,brick,no_renovation,owner,5
Biryulyovo Vostochnoye,brick,cosmetic,owner,5
Solntsevo,khrushchev,cosmetic,owner,5
Marushkinskoye,khrushchev,euro,owner,5
Severnoye Butovo,stalin,cosmetic,owner,5
Kotlovka,khrushchev,cosmetic,owner,5
Konkovo,stalin,no_renovation,agency,5
Voskresenskoye,monolith,no_renovation,owner,5
Khamovniki,khrushchev,no_renovation,owner,5
Khoroshyovsky,khrushchev,cosmetic,owner,5
Zelenograd,stalin,euro,agency,5
Dorogomilovo,modern_panel,no_renovation,owner,5
Nagatino-Sadovniki,modern_panel,designer,agency,5
Yuzhnoye Tushino,panel,designer,owner,5
Severny,stalin,euro,agency,5
Fili-Davydkovo,brick,no_renovation,owner,5
Krasnopakhorskoye,brick,designer,owner,5
Krasnoselsky,modern_panel,no_renovation,owner,5
Sokolniki,brick,euro,owner,5
Troparyovo-Nikulino,khrushchev,designer,agency,5
Moskvorechye-Saburovo,stalin,no_renovation,owner,5
Kosino-Ukhtomsky,modern_panel,designer,agency,5
Konkovo,panel,designer,agency,5
Mozhaysky,khrushchev,cosmetic,owner,5
Levoberezhny,panel,no_renovation,owner,5
Butyrsky,modern_panel,euro,owner,5
Altufyevsky,khrushchev,euro,owner,5
Kurkino,panel,no_renovation,owner,5
Vnukovskoye,monolith,no_renovation,owner,5
Yaroslavsky,monolith,designer,owner,5
Pokrovskoye-Streshnevo,panel,designer,agency,5
Sokolniki,panel,designer,agency,5
Arbat,monolith,no_renovation,owner,5
Kotlovka,brick,designer,agency,5
Yuzhnoye Butovo,brick,euro,owner,5
Kurkino,brick,euro,owner,5
Sviblovo,monolith,designer,owner,5
Vnukovo,monolith,no_renovation,owner,5
Kievsky,khrushchev,no_renovation,owner,5
Khoroshyovo-Mnyovniki,panel,no_renovation,owner,5
Timiryazevsky,brick,cosmetic,owner,5
Khoroshyovsky,panel,designer,owner,5
Biryulyovo Vostochnoye,khrushchev,no_renovation,agency,5
Meshchansky,panel,designer,owner,5
Rostokino,brick,no_renovation,owner,5
Chertanovo Tsentralnoye,panel,designer,agency,5
Babushkinsky,khrushchev,no_renovation,owner,5
Vostochny,modern_panel,euro,owner,5
Shchapovskoye,brick,designer,owner,5
Moskovsky,stalin,euro,agency,5
Kosino-Ukhtomsky,stalin,no_renovation,agency,5
Kotlovka,brick,designer,owner,5
Ramenki,brick,euro,owner,5
Chertanovo Yuzhnoye,modern_panel,no_renovation,owner,5
Krasnoselsky,modern_panel,no_renovation,agency,5
Severnoye Izmaylovo,monolith,no_renovation,owner,5
Tagansky,panel,no_renovation,owner,5
Chertanovo Severnoye,stalin,euro,owner,5
Mozhaysky,panel,designer,agency,5
Filyovsky Park,modern_panel,designer,agency,5
Sosenskoye,stalin,no_renovation,agency,5
Bogorodskoye,brick,no_renovation,owner,5
Akademichesky,panel,designer,owner,5
Vostochny,modern_panel,designer,owner,5
Nagorny,monolith,designer,owner,5
Dorogomilovo,monolith,no_renovation,owner,5
Konkovo,brick,no_renovation,owner,5
Desyonovskoye,panel,designer,agency,5
Alekseevsky,khrushchev,designer,agency,5
Aeroport,brick,euro,owner,5
Veshnyaki,stalin,no_renovation,agency,5
Mitino,modern_panel,designer,agency,5
Konkovo,stalin,euro,agency,5
Khoroshyovo-Mnyovniki,stalin,designer,agency,5
Novofyodorovskoye,khrushchev,no_renovation,owner,5
Pervomayskoye,modern_panel,designer,owner,5
Vnukovo,brick,designer,owner,5
Vostochny,stalin,cosmetic,owner,5
Biryulyovo Vostochnoye,stalin,no_renovation,agency,5
Metrogorodok,modern_panel,designer,owner,5
Metrogorodok,stalin,cosmetic,owner,5
Marushkinskoye,khrushchev,designer,owner,5
Severnoye Izmaylovo,stalin,no_renovation,agency,5
Mosrentgen,modern_panel,designer,agency,5
Biryulyovo Zapadnoye,stalin,euro,owner,5
Kuntsevo,modern_panel,designer,agency,5
Chertanovo Tsentralnoye,modern_panel,no_renovation,owner,5
Kosino-Ukhtomsky,panel,euro,owner,5
Altufyevsky,stalin,euro,owner,5
Sokol,monolith,euro,owner,5
Losinoostrovsky,stalin,euro,owner,5
Voykovsky,monolith,designer,owner,5
Prospekt Vernadskogo,panel,no_renovation,owner,5
Presnensky,brick,no_renovation,owner,5
Preobrazhenskoye,khrushchev,designer,agency,5
Yuzhnoye Butovo,brick,designer,agency,5
Mikhaylovo-Yartsevskoye,khrushchev,designer,agency,5
Filimonkovskoye,khrushchev,no_renovation,owner,5
Voskresenskoye,stalin,no_renovation,agency,5
Butyrsky,brick,euro,owner,5
Vnukovo,modern_panel,no_renovation,agency,5
Kosino-Ukhtomsky,khrushchev,no_renovation,owner,5
Savyolovsky,stalin,cosmetic,agency,5
Butyrsky,panel,designer,agency,5
Zyuzino,khrushchev,no_renovation,owner,5
Troitsk,panel,no_renovation,owner,5
Kievsky,stalin,cosmetic,owner,5
Marfino,brick,designer,agency,5
Aeroport,panel,designer,agency,5
Veshnyaki,khrushchev,no_renovation,owner,5
Khoroshyovsky,modern_panel,designer,agency,5
Yaroslavsky,khrushchev,designer,agency,5
Rogovskoye,brick,euro,owner,5
Preobrazhenskoye,modern_panel,designer,agency,5
Kosino-Ukhtomsky,stalin,cosmetic,owner,5
Pervomayskoye,brick,designer,agency,5
Kievsky,modern_panel,designer,owner,5
Metrogorodok,monolith,designer,agency,5
Orekhovo-Borisovo Yuzhnoye,stalin,no_renovation,owner,5
Zelenograd,stalin,no_renovation,owner,4
Sokolinaya Gora,khrushchev,no_renovation,owner,4
Shchukino,brick,designer,agency,4
Obruchevsky,stalin,no_renovation,agency,4
Kokoshkino,brick,euro,owner,4
Marushkinskoye,panel,designer,owner,4
Zamoskvorechye,panel,no_renovation,owner,4
Severny,panel,designer,owner,4
Novogireyevo,stalin,euro,agency,4
Orekhovo-Borisovo Severnoye,modern_panel,designer,owner,4
Voskresenskoye,panel,no_renovation,agency,4
Nagorny,stalin,cosmetic,owner,4
Beskudnikovsky,brick,euro,owner,4
Altufyevsky,stalin,designer,agency,4
Khamovniki,khrushchev,no_renovation,agency,4
