DISTRICT,BUILDING_TYPE,ROOMS,TO_CENTER_KM,AVG_PRICE_PER_SQM
Perovo,brick,1,12.36,208100.00
Zyuzino,monolith,2,12.36,243500.00
Strogino,stalin,2,12.36,514500.00
Metrogorodok,khrushchev,4,12.36,178400.00
Sviblovo,modern_panel,4,12.36,210400.00
Obruchevsky,khrushchev,2,12.36,164500.00
Krylatskoye,khrushchev,3,12.36,190200.00
Golyanovo,monolith,1,12.36,281300.00
Moskvorechye-Saburovo,brick,3,12.36,142100.00
Chertanovo Tsentralnoye,modern_panel,1,12.36,117000.00
Shchukino,modern_panel,1,12.36,254300.00
Ochakovo-Matveyevskoye,modern_panel,2,12.36,214100.00
Golovinsky,panel,5,12.36,136900.00
Severnoye Medvedkovo,monolith,3,12.36,185000.00
Yaroslavsky,khrushchev,2,12.36,154400.00
Chertanovo Severnoye,panel,3,12.36,223300.00
Pokrovskoye-Streshnevo,stalin,1,12.37,262800.00
Beskudnikovsky,brick,1,12.37,192900.00
Pokrovskoye-Streshnevo,modern_panel,2,12.37,144000.00
Vostochnoye Izmaylovo,monolith,4,12.37,156200.00
Moskvorechye-Saburovo,khrushchev,2,12.37,157000.00
Moskvorechye-Saburovo,monolith,2,12.37,209700.00
Ivanovskoye,khrushchev,2,12.37,152300.00
Kuntsevo,panel,1,12.37,141500.00
Pokrovskoye-Streshnevo,modern_panel,1,12.37,145000.00
Ivanovskoye,modern_panel,1,12.37,223200.00
Pokrovskoye-Streshnevo,panel,2,12.37,177100.00
Pokrovskoye-Streshnevo,monolith,2,12.37,198600.00
Yuzhnoye Medvedkovo,monolith,3,12.37,169850.00
Levoberezhny,monolith,2,12.37,264800.00
Chertanovo Tsentralnoye,panel,2,12.37,90300.00
Veshnyaki,khrushchev,1,12.37,94000.00
Kuntsevo,monolith,2,12.37,260200.00
Prospekt Vernadskogo,khrushchev,1,12.37,278700.00
Brateyevo,monolith,3,12.37,108500.00
Koptevo,monolith,2,12.37,134000.00
Obruchevsky,panel,2,12.37,182900.00
Veshnyaki,panel,1,12.37,145400.00
Novogireyevo,brick,3,12.37,120400.00
Shchukino,panel,2,12.37,219600.00
Chertanovo Tsentralnoye,stalin,1,12.37,137700.00
Izmaylovo,brick,2,12.37,188400.00
Sviblovo,modern_panel,1,12.37,288900.00
Beskudnikovsky,monolith,1,12.37,150900.00
Ochakovo-Matveyevskoye,brick,2,12.37,254900.00
Novogireyevo,modern_panel,2,12.37,252400.00
Ochakovo-Matveyevskoye,brick,1,12.37,268700.00
Obruchevsky,monolith,3,12.37,209500.00
Brateyevo,panel,1,12.37,98900.00
Mozhaysky,stalin,2,12.37,279300.00
Chertanovo Severnoye,khrushchev,1,12.37,151400.00
Babushkinsky,brick,4,12.37,173100.00
Marfino,stalin,3,12.38,200900.00
Mozhaysky,modern_panel,3,12.38,180800.00
Golovinsky,khrushchev,5,12.38,149400.00
Severnoye Izmaylovo,panel,1,12.38,161400.00
Ochakovo-Matveyevskoye,modern_panel,2,12.38,171400.00
Yuzhnoye Medvedkovo,stalin,3,12.38,176400.00
Severnoye Izmaylovo,modern_panel,5,12.38,167100.00
Severnoye Izmaylovo,modern_panel,3,12.38,205500.00
Perovo,modern_panel,2,12.38,211200.00
Troparyovo-Nikulino,modern_panel,1,12.38,305200.00
Ivanovskoye,monolith,1,12.38,105100.00
Losinoostrovsky,panel,1,12.38,102100.00
Sokol,panel,2,12.38,237100.00
Novogireyevo,panel,1,12.38,153500.00
Prospekt Vernadskogo,panel,2,12.38,348600.00
Chertanovo Severnoye,panel,4,12.38,146500.00
Zyuzino,panel,4,12.38,187100.00
Otradnoye,panel,1,12.38,105400.00
Obruchevsky,brick,4,12.38,334400.00
Golovinsky,khrushchev,1,12.38,158100.00
Ivanovskoye,khrushchev,2,12.38,134500.00
Orekhovo-Borisovo Severnoye,brick,2,12.38,144800.00
Vostochnoye Izmaylovo,panel,1,12.38,201600.00
Severnoye Izmaylovo,monolith,2,12.38,204400.00
Ivanovskoye,modern_panel,1,12.38,191000.00
Izmaylovo,modern_panel,3,12.38,185300.00
Chertanovo Severnoye,modern_panel,1,12.38,146700.00
Otradnoye,modern_panel,2,12.38,130600.00
Zapadnoye Degunino,panel,1,12.38,111100.00
Rostokino,monolith,3,12.38,219800.00
Zyuzino,modern_panel,2,12.38,205400.00
Konkovo,khrushchev,1,12.38,254500.00
Veshnyaki,panel,1,12.38,104300.00
Konkovo,modern_panel,3,12.38,271700.00
Sviblovo,stalin,1,12.38,283900.00
Golovinsky,panel,2,12.38,105700.00
Shchukino,monolith,1,12.38,430700.00
Rostokino,khrushchev,3,12.39,175300.00
Voykovsky,khrushchev,2,12.39,264200.00
Shchukino,modern_panel,1,12.39,260800.00
Zapadnoye Degunino,monolith,2,12.39,237800.00
Krylatskoye,panel,1,12.39,221800.00
Ochakovo-Matveyevskoye,monolith,2,12.39,220900.00
Veshnyaki,panel,1,12.39,99400.00
Troparyovo-Nikulino,khrushchev,2,12.39,262600.00
Babushkinsky,panel,3,12.39,89700.00
Novogireyevo,khrushchev,1,12.39,227600.00
Mozhaysky,brick,3,12.39,233150.00
Vostochnoye Izmaylovo,brick,2,12.39,204900.00
Konkovo,panel,1,12.39,181900.00
Golovinsky,panel,2,12.39,165600.00
Pokrovskoye-Streshnevo,khrushchev,1,12.39,182000.00
Golyanovo,modern_panel,3,12.39,171700.00
Levoberezhny,brick,2,12.39,223700.00
Babushkinsky,monolith,3,12.39,135300.00
Otradnoye,panel,2,12.39,157900.00
Krylatskoye,modern_panel,2,12.39,214700.00
Ochakovo-Matveyevskoye,modern_panel,2,12.39,186900.00
Sviblovo,brick,1,12.39,153500.00
Veshnyaki,monolith,5,12.39,134700.00
Veshnyaki,khrushchev,4,12.39,101400.00
Severnoye Izmaylovo,khrushchev,3,12.4,199400.00
Golovinsky,brick,2,12.4,183000.00
Prospekt Vernadskogo,monolith,5,12.4,261500.00
Nagorny,khrushchev,1,12.4,197800.00
Golovinsky,panel,3,12.4,155800.00
Orekhovo-Borisovo Severnoye,modern_panel,1,12.4,126900.00
Zyuzino,brick,1,12.4,286500.00
Prospekt Vernadskogo,modern_panel,3,12.4,304100.00
Obruchevsky,brick,1,12.4,410500.00
Levoberezhny,brick,2,12.4,163400.00
Ochakovo-Matveyevskoye,modern_panel,2,12.4,213000.00
Zapadnoye Degunino,stalin,2,12.4,125800.00
Zyuzino,monolith,2,12.4,182400.00
Krylatskoye,khrushchev,5,12.4,183600.00
Veshnyaki,modern_panel,2,12.4,181000.00
Konkovo,monolith,1,12.4,204500.00
Marfino,stalin,2,12.4,203900.00
Chertanovo Tsentralnoye,monolith,1,12.4,177400.00
Babushkinsky,modern_panel,2,12.4,178500.00
Ochakovo-Matveyevskoye,stalin,1,12.4,231000.00
Beskudnikovsky,monolith,3,12.4,177900.00
Chertanovo Tsentralnoye,modern_panel,3,12.4,162400.00
Babushkinsky,brick,2,12.41,229800.00
Kuntsevo,monolith,1,12.41,195200.00
Beskudnikovsky,panel,1,12.41,97700.00
Chertanovo Severnoye,monolith,2,12.41,141600.00
Koptevo,modern_panel,3,12.41,177800.00
Pokrovskoye-Streshnevo,khrushchev,1,12.41,190700.00
Izmaylovo,panel,5,12.41,203100.00
Severnoye Izmaylovo,modern_panel,2,12.41,146700.00
Prospekt Vernadskogo,monolith,2,12.41,401300.00
Veshnyaki,monolith,2,12.41,212600.00
Ivanovskoye,brick,2,12.41,124800.00
Babushkinsky,monolith,1,12.41,180200.00
Babushkinsky,panel,2,12.41,158450.00
Pokrovskoye-Streshnevo,panel,1,12.41,218600.00
Veshnyaki,khrushchev,1,12.41,97200.00
Otradnoye,khrushchev,1,12.41,147200.00
Otradnoye,panel,2,12.41,89400.00
Metrogorodok,khrushchev,3,12.41,194500.00
Shchukino,khrushchev,2,12.41,322700.00
Prospekt Vernadskogo,panel,1,12.41,153400.00
Yuzhnoye Medvedkovo,modern_panel,5,12.41,128500.00
Sviblovo,panel,2,12.41,127100.00
Bibirevo,modern_panel,2,12.41,154500.00
Konkovo,monolith,2,12.41,308300.00
Zyuzino,modern_panel,1,12.41,214800.00
Sviblovo,khrushchev,1,12.41,134000.00
Babushkinsky,brick,3,12.42,242000.00
Novogireyevo,panel,3,12.42,124000.00
Golyanovo,monolith,2,12.42,164900.00
Severnoye Medvedkovo,modern_panel,1,12.42,121600.00
Prospekt Vernadskogo,brick,3,12.42,338150.00
Sviblovo,panel,3,12.42,191300.00
Troparyovo-Nikulino,monolith,3,12.42,339500.00
Ivanovskoye,panel,3,12.42,114100.00
Veshnyaki,monolith,2,12.42,154750.00
Veshnyaki,stalin,2,12.42,100500.00
Vostochnoye Izmaylovo,monolith,3,12.42,200200.00
Chertanovo Tsentralnoye,khrushchev,2,12.42,88500.00
Otradnoye,khrushchev,1,12.42,121300.00
Babushkinsky,monolith,2,12.42,163400.00
Shchukino,modern_panel,3,12.42,302500.00
Mozhaysky,monolith,5,12.42,201300.00
Vostochnoye Izmaylovo,khrushchev,2,12.42,135100.00
Veshnyaki,panel,1,12.42,92500.00
Marfino,stalin,3,12.42,316600.00
Nagorny,monolith,1,12.42,278900.00
Mozhaysky,panel,1,12.42,202900.00
Pokrovskoye-Streshnevo,panel,2,12.42,154000.00
Yuzhnoye Medvedkovo,monolith,2,12.42,180800.00
Metrogorodok,panel,1,12.42,140800.00
Ivanovskoye,monolith,2,12.42,154400.00
Marfino,monolith,1,12.42,200600.00
Kuntsevo,monolith,4,12.42,190700.00
Shchukino,panel,2,12.42,317300.00
Metrogorodok,modern_panel,3,12.42,185700.00
Moskvorechye-Saburovo,modern_panel,1,12.42,139500.00
Ochakovo-Matveyevskoye,brick,1,12.42,213500.00
Konkovo,modern_panel,4,12.42,293200.00
Moskvorechye-Saburovo,brick,5,12.42,182500.00
Krylatskoye,khrushchev,2,12.42,149600.00
Prospekt Vernadskogo,panel,1,12.43,364100.00
Veshnyaki,modern_panel,2,12.43,134500.00
Koptevo,khrushchev,2,12.43,143800.00
Pokrovskoye-Streshnevo,modern_panel,4,12.43,217600.00
Veshnyaki,panel,2,12.43,146700.00
Beskudnikovsky,panel,1,12.43,117300.00
Zapadnoye Degunino,stalin,5,12.43,149700.00
Golyanovo,modern_panel,1,12.43,131400.00
Golyanovo,khrushchev,2,12.43,108800.00
Moskvorechye-Saburovo,monolith,2,12.43,159800.00
Golovinsky,monolith,2,12.43,171100.00
Otradnoye,monolith,2,12.43,151400.00
Krylatskoye,brick,2,12.43,280300.00
Babushkinsky,khrushchev,4,12.43,122700.00
Koptevo,khrushchev,1,12.43,153400.00
Krylatskoye,monolith,2,12.43,301300.00
Moskvorechye-Saburovo,panel,2,12.43,164700.00
Golovinsky,khrushchev,1,12.43,112000.00
Koptevo,modern_panel,2,12.43,170800.00
Ochakovo-Matveyevskoye,khrushchev,1,12.43,176300.00
Strogino,brick,3,12.43,490300.00
Nagatinsky Zaton,panel,3,12.43,160000.00
Kuntsevo,modern_panel,2,12.44,144900.00
Ochakovo-Matveyevskoye,brick,2,12.44,163800.00
Khoroshyovo-Mnyovniki,brick,1,12.44,220400.00
Sviblovo,brick,1,12.44,229500.00
Beskudnikovsky,monolith,2,12.44,168100.00
Troparyovo-Nikulino,panel,3,12.44,298100.00
Orekhovo-Borisovo Severnoye,panel,2,12.44,121000.00
Pokrovskoye-Streshnevo,modern_panel,2,12.44,205800.00
Obruchevsky,khrushchev,2,12.44,188500.00
Beskudnikovsky,panel,1,12.44,153900.00
Prospekt Vernadskogo,stalin,2,12.44,585700.00
Shchukino,modern_panel,3,12.44,241600.00
Koptevo,monolith,2,12.44,185800.00
Bibirevo,brick,3,12.44,169600.00
Otradnoye,brick,1,12.44,140100.00
Ochakovo-Matveyevskoye,stalin,1,12.44,297300.00
Moskvorechye-Saburovo,stalin,2,12.44,193000.00
Zyuzino,brick,2,12.44,205700.00
Severnoye Izmaylovo,panel,4,12.44,170100.00
Severnoye Izmaylovo,monolith,2,12.44,330100.00
Babushkinsky,panel,2,12.44,133500.00
Chertanovo Tsentralnoye,khrushchev,2,12.44,151300.00
Moskvorechye-Saburovo,khrushchev,1,12.44,127100.00
Severnoye Izmaylovo,monolith,1,12.44,205000.00
Moskvorechye-Saburovo,modern_panel,1,12.44,177400.00
Prospekt Vernadskogo,khrushchev,2,12.44,292800.00
Severnoye Medvedkovo,modern_panel,2,12.44,137600.00
Chertanovo Severnoye,panel,1,12.44,159650.00
Konkovo,khrushchev,3,12.44,187800.00
Otradnoye,monolith,2,12.44,169800.00
Metrogorodok,panel,3,12.44,101100.00
Losinoostrovsky,khrushchev,3,12.44,105900.00
Beskudnikovsky,modern_panel,2,12.44,198100.00
Mozhaysky,stalin,4,12.44,229900.00
Severnoye Izmaylovo,modern_panel,2,12.44,190500.00
Babushkinsky,monolith,2,12.44,162800.00
Shchukino,stalin,2,12.45,522800.00
Veshnyaki,monolith,3,12.45,236500.00
Novogireyevo,khrushchev,2,12.45,118900.00
Otradnoye,khrushchev,2,12.45,158700.00
Levoberezhny,khrushchev,2,12.45,96600.00
Koptevo,monolith,2,12.45,128800.00
Prospekt Vernadskogo,khrushchev,1,12.45,183900.00
Chertanovo Tsentralnoye,panel,2,12.45,167900.00
Pokrovskoye-Streshnevo,khrushchev,3,12.45,129200.00
Kosino-Ukhtomsky,panel,2,12.45,121800.00
Metrogorodok,monolith,2,12.45,141600.00
Vostochnoye Izmaylovo,brick,2,12.45,166400.00
Veshnyaki,panel,1,12.45,140000.00
Pokrovskoye-Streshnevo,panel,2,12.45,178400.00
Ivanovskoye,brick,2,12.45,207000.00
Chertanovo Severnoye,khrushchev,2,12.45,157800.00
Perovo,khrushchev,3,12.45,218000.00
Perovo,khrushchev,2,12.45,124600.00
Moskvorechye-Saburovo,modern_panel,1,12.45,171500.00
Prospekt Vernadskogo,modern_panel,2,12.45,338200.00
Severnoye Izmaylovo,modern_panel,2,12.45,197100.00
Zyuzino,khrushchev,2,12.45,249300.00
Veshnyaki,monolith,1,12.45,177000.00
Ivanovskoye,khrushchev,3,12.46,105800.00
Chertanovo Severnoye,panel,2,12.46,188100.00
Koptevo,modern_panel,2,12.46,125300.00
Golovinsky,modern_panel,3,12.46,173500.00
Golovinsky,stalin,4,12.46,225700.00
Obruchevsky,monolith,2,12.46,215200.00
Ivanovskoye,panel,3,12.46,74300.00
Mozhaysky,panel,1,12.46,154200.00
Chertanovo Severnoye,khrushchev,2,12.46,143100.00
Novogireyevo,monolith,2,12.46,135400.00
Obruchevsky,khrushchev,2,12.46,176500.00
Golovinsky,panel,2,12.46,166900.00
Golovinsky,brick,4,12.46,155900.00
Veshnyaki,brick,2,12.46,117000.00
Levoberezhny,khrushchev,3,12.46,153500.00
Kuntsevo,modern_panel,2,12.46,194800.00
Losinoostrovsky,panel,2,12.46,185800.00
Prospekt Vernadskogo,monolith,1,12.46,253000.00
Dmitrovsky,modern_panel,3,12.46,175900.00
Veshnyaki,panel,5,12.46,106800.00
Brateyevo,panel,4,12.46,126600.00
Levoberezhny,modern_panel,4,12.46,173600.00
Moskvorechye-Saburovo,brick,3,12.46,210700.00
Moskvorechye-Saburovo,modern_panel,2,12.46,157000.00
Shchukino,stalin,2,12.46,362800.00
Bibirevo,modern_panel,1,12.46,180000.00
Golyanovo,panel,1,12.46,107800.00
Severnoye Izmaylovo,khrushchev,1,12.46,160400.00
Kuntsevo,panel,1,12.47,157600.00
Otradnoye,panel,3,12.47,158800.00
Vostochnoye Izmaylovo,khrushchev,1,12.47,177500.00
Krylatskoye,khrushchev,5,12.47,330700.00
Severnoye Medvedkovo,stalin,2,12.47,174400.00
Yuzhnoye Medvedkovo,khrushchev,1,12.47,91800.00
Yuzhnoye Tushino,panel,1,12.47,123800.00
Zapadnoye Degunino,stalin,3,12.47,156900.00
Moskvorechye-Saburovo,stalin,5,12.47,229000.00
Ivanovskoye,monolith,2,12.47,187300.00
Konkovo,modern_panel,1,12.47,217000.00
Ivanovskoye,monolith,3,12.47,131800.00
Otradnoye,modern_panel,1,12.47,158600.00
Fili-Davydkovo,modern_panel,2,12.47,254400.00
Obruchevsky,brick,2,12.47,266900.00
Prospekt Vernadskogo,panel,1,12.47,266400.00
Vostochnoye Izmaylovo,panel,2,12.47,103000.00
Zapadnoye Degunino,monolith,2,12.47,140200.00
Konkovo,panel,1,12.47,196200.00
Zapadnoye Degunino,khrushchev,5,12.47,157700.00
Krylatskoye,brick,1,12.47,296400.00
Pokrovskoye-Streshnevo,brick,3,12.48,168900.00
Moskvorechye-Saburovo,monolith,2,12.48,203200.00
Vostochnoye Izmaylovo,modern_panel,2,12.48,205100.00
Voykovsky,modern_panel,1,12.48,168900.00
Pokrovskoye-Streshnevo,monolith,1,12.48,218800.00
Losinoostrovsky,stalin,2,12.48,194000.00
Kuntsevo,panel,2,12.48,191600.00
Golovinsky,brick,1,12.48,123700.00
Sviblovo,panel,2,12.48,170000.00
Shchukino,monolith,1,12.48,344700.00
Tsaritsyno,khrushchev,2,12.48,121200.00
Shchukino,monolith,2,12.48,193900.00
Pokrovskoye-Streshnevo,khrushchev,2,12.48,258300.00
Krylatskoye,modern_panel,2,12.48,257900.00
Krylatskoye,khrushchev,4,12.48,214100.00
Yuzhnoye Medvedkovo,panel,1,12.48,126000.00
Severnoye Izmaylovo,stalin,2,12.48,313700.00
Yuzhnoye Medvedkovo,modern_panel,1,12.48,118100.00
Obruchevsky,brick,2,12.48,211800.00
Ochakovo-Matveyevskoye,khrushchev,3,12.48,189900.00
Krylatskoye,brick,2,12.48,314500.00
Obruchevsky,monolith,4,12.48,239900.00
Pokrovskoye-Streshnevo,khrushchev,3,12.48,195600.00
Pokrovskoye-Streshnevo,modern_panel,2,12.48,179900.00
Kuntsevo,brick,2,12.48,228900.00
Chertanovo Severnoye,brick,3,12.48,218900.00
Babushkinsky,khrushchev,2,12.48,143200.00
Ivanovskoye,panel,1,12.48,151500.00
Krylatskoye,brick,3,12.48,293000.00
Golovinsky,brick,3,12.48,154100.00
Ochakovo-Matveyevskoye,brick,1,12.48,152500.00
Bibirevo,brick,1,12.48,191200.00
Ochakovo-Matveyevskoye,panel,2,12.48,192400.00
Perovo,modern_panel,2,12.48,210300.00
Zapadnoye Degunino,monolith,3,12.48,147400.00
Prospekt Vernadskogo,monolith,3,12.48,276500.00
Otradnoye,modern_panel,2,12.48,215600.00
Veshnyaki,stalin,1,12.49,155600.00
Voykovsky,monolith,1,12.49,256700.00
Severnoye Izmaylovo,modern_panel,1,12.49,194050.00
Zyuzino,brick,1,12.49,181800.00
Pokrovskoye-Streshnevo,modern_panel,3,12.49,184400.00
Kosino-Ukhtomsky,brick,2,12.49,150600.00
Krylatskoye,panel,3,12.49,283100.00
Zyuzino,monolith,1,12.49,168000.00
Prospekt Vernadskogo,brick,2,12.49,288800.00
Shchukino,monolith,3,12.49,361600.00
Perovo,panel,5,12.49,256600.00
Pokrovskoye-Streshnevo,khrushchev,1,12.49,161600.00
Otradnoye,brick,2,12.49,183900.00
Krylatskoye,panel,4,12.49,160100.00
Obruchevsky,khrushchev,1,12.49,231300.00
Losinoostrovsky,stalin,3,12.49,233300.00
Golyanovo,modern_panel,3,12.49,111600.00
Kuntsevo,khrushchev,3,12.49,200100.00
Nagatinsky Zaton,monolith,1,12.49,170200.00
Shchukino,modern_panel,4,12.49,331900.00
Yaroslavsky,stalin,3,12.49,147500.00
Babushkinsky,modern_panel,3,12.49,181200.00
Shchukino,khrushchev,5,12.49,179700.00
Novogireyevo,monolith,2,12.49,226000.00
Vostochnoye Izmaylovo,stalin,3,12.49,174700.00
Pokrovskoye-Streshnevo,panel,1,12.49,186800.00
Prospekt Vernadskogo,stalin,3,12.49,417800.00
Chertanovo Severnoye,brick,2,12.49,151300.00
Mozhaysky,khrushchev,2,12.49,178300.00
Severnoye Medvedkovo,panel,2,12.49,168100.00
Chertanovo Severnoye,modern_panel,4,12.5,118900.00
Zapadnoye Degunino,brick,3,12.5,122900.00
Novogireyevo,panel,1,12.5,202800.00
Bibirevo,stalin,2,12.5,199400.00
Metrogorodok,panel,2,12.5,96100.00
Golyanovo,brick,2,12.5,185400.00
Sviblovo,khrushchev,2,12.5,207900.00
Kuntsevo,brick,1,12.5,223500.00
Severnoye Medvedkovo,modern_panel,1,12.5,148300.00
Vostochnoye Izmaylovo,modern_panel,3,12.5,202600.00
Strogino,monolith,3,12.5,325300.00
Krylatskoye,khrushchev,2,12.5,274700.00
Konkovo,modern_panel,2,12.5,196400.00
Severnoye Izmaylovo,monolith,1,12.5,261100.00
Yuzhnoye Medvedkovo,khrushchev,1,12.5,121800.00
Moskvorechye-Saburovo,modern_panel,3,12.5,185600.00
Zyuzino,brick,2,12.5,302300.00
Troparyovo-Nikulino,panel,2,12.5,168500.00
Koptevo,panel,5,12.5,143600.00
Ivanovskoye,stalin,2,12.5,213600.00
Obruchevsky,modern_panel,1,12.5,131900.00
Babushkinsky,monolith,1,12.5,157400.00
Moskvorechye-Saburovo,brick,2,12.5,228750.00
Krylatskoye,panel,1,12.5,211300.00
Severnoye Izmaylovo,brick,3,12.51,229500.00
Kuntsevo,panel,2,12.51,211400.00
Zapadnoye Degunino,modern_panel,3,12.51,132700.00
Novogireyevo,panel,1,12.51,122900.00
Prospekt Vernadskogo,modern_panel,1,12.51,286300.00
Chertanovo Tsentralnoye,stalin,1,12.51,173400.00
Otradnoye,monolith,1,12.51,181400.00
Kuntsevo,brick,2,12.51,275900.00
Sviblovo,monolith,4,12.51,163100.00
Prospekt Vernadskogo,brick,1,12.51,414300.00
Yuzhnoye Medvedkovo,khrushchev,2,12.51,152400.00
Fili-Davydkovo,modern_panel,5,12.51,270600.00
Chertanovo Severnoye,panel,2,12.51,177400.00
Shchukino,monolith,2,12.51,335400.00
Beskudnikovsky,panel,2,12.51,128700.00
Voykovsky,brick,1,12.51,379500.00
Ivanovskoye,brick,1,12.51,158400.00
Severnoye Izmaylovo,monolith,2,12.51,196400.00
Novokosino,monolith,2,12.51,125500.00
Golyanovo,khrushchev,2,12.51,112900.00
Voykovsky,modern_panel,2,12.51,238400.00
Bibirevo,modern_panel,2,12.51,125100.00
Veshnyaki,modern_panel,2,12.51,151300.00
Moskvorechye-Saburovo,modern_panel,2,12.51,206800.00
Ivanovskoye,modern_panel,2,12.51,207300.00
Sviblovo,brick,2,12.51,143700.00
Prospekt Vernadskogo,brick,2,12.51,425800.00
Kuntsevo,monolith,5,12.51,260200.00
Zapadnoye Degunino,panel,2,12.51,122500.00
Koptevo,modern_panel,2,12.52,128000.00
Veshnyaki,monolith,1,12.52,125900.00
Otradnoye,monolith,4,12.52,196600.00
Moskvorechye-Saburovo,khrushchev,1,12.52,187900.00
Shchukino,brick,2,12.52,198200.00
Shchukino,panel,2,12.52,242300.00
Kuntsevo,stalin,3,12.52,275700.00
Sviblovo,panel,2,12.52,250000.00
Ochakovo-Matveyevskoye,khrushchev,2,12.52,191100.00
Veshnyaki,modern_panel,1,12.52,157400.00
Ramenki,brick,2,12.52,366400.00
Konkovo,modern_panel,2,12.52,119900.00
Severnoye Izmaylovo,monolith,1,12.52,178600.00
Brateyevo,khrushchev,1,12.52,135800.00
Babushkinsky,brick,2,12.52,168000.00
Pokrovskoye-Streshnevo,stalin,1,12.52,209400.00
Ochakovo-Matveyevskoye,stalin,2,12.52,295100.00
Troparyovo-Nikulino,monolith,3,12.52,262700.00
Shchukino,monolith,2,12.52,253900.00
Otradnoye,stalin,1,12.52,128200.00
Marfino,brick,1,12.52,202400.00
Novogireyevo,monolith,1,12.52,249000.00
Pokrovskoye-Streshnevo,khrushchev,2,12.52,195900.00
Beskudnikovsky,panel,3,12.52,119700.00
Koptevo,brick,3,12.52,169000.00
Golovinsky,monolith,4,12.52,226100.00
Obruchevsky,brick,5,12.52,367400.00
Golovinsky,monolith,2,12.52,172800.00
Severnoye Izmaylovo,modern_panel,1,12.52,267700.00
Kuntsevo,panel,1,12.52,154200.00
Chertanovo Tsentralnoye,panel,4,12.52,152600.00
Golyanovo,modern_panel,2,12.52,86700.00
Severnoye Izmaylovo,monolith,2,12.52,143300.00
Obruchevsky,modern_panel,2,12.52,245200.00
Otradnoye,panel,3,12.52,92200.00
Obruchevsky,brick,1,12.52,235800.00
Veshnyaki,brick,3,12.53,122000.00
Babushkinsky,brick,3,12.53,159900.00
Prospekt Vernadskogo,brick,2,12.53,256400.00
Metrogorodok,modern_panel,2,12.53,130500.00
Novogireyevo,panel,1,12.53,212600.00
Troparyovo-Nikulino,brick,1,12.53,264400.00
Moskvorechye-Saburovo,khrushchev,2,12.53,160500.00
Levoberezhny,panel,4,12.53,151200.00
Obruchevsky,monolith,3,12.53,267400.00
Zapadnoye Degunino,monolith,3,12.53,108500.00
Golovinsky,khrushchev,1,12.53,159000.00
Cheryomushki,khrushchev,5,12.53,351600.00
Babushkinsky,brick,2,12.53,211500.00
Otradnoye,khrushchev,1,12.53,171600.00
Veshnyaki,brick,1,12.53,130100.00
Veshnyaki,stalin,1,12.53,190600.00
Bibirevo,monolith,1,12.53,140900.00
Novokosino,monolith,2,12.53,132700.00
Shchukino,modern_panel,1,12.53,205500.00
Babushkinsky,panel,1,12.53,137900.00
Otradnoye,monolith,3,12.53,172600.00
Mozhaysky,modern_panel,3,12.53,125700.00
Ivanovskoye,brick,1,12.53,134200.00
Golyanovo,monolith,2,12.53,111800.00
Sviblovo,panel,1,12.53,126500.00
Vostochnoye Izmaylovo,brick,1,12.53,133100.00
Golyanovo,stalin,3,12.53,195200.00
Novogireyevo,modern_panel,2,12.53,147200.00
Kuntsevo,brick,1,12.53,232800.00
Losinoostrovsky,monolith,3,12.53,170200.00
Prospekt Vernadskogo,modern_panel,1,12.53,227000.00
Moskvorechye-Saburovo,stalin,1,12.53,215900.00
Moskvorechye-Saburovo,khrushchev,2,12.54,125800.00
Otradnoye,modern_panel,2,12.54,148200.00
Ivanovskoye,khrushchev,1,12.54,111400.00
Brateyevo,modern_panel,4,12.54,160500.00
Ochakovo-Matveyevskoye,monolith,1,12.54,215700.00
Krylatskoye,monolith,2,12.54,346900.00
Mozhaysky,brick,2,12.54,359800.00
Izmaylovo,brick,1,12.54,185200.00
Koptevo,panel,1,12.54,137900.00
Ivanovskoye,modern_panel,1,12.54,184800.00
Vostochnoye Izmaylovo,panel,3,12.54,127600.00
Pokrovskoye-Streshnevo,brick,1,12.54,167900.00
Chertanovo Severnoye,monolith,5,12.54,214100.00
Prospekt Vernadskogo,modern_panel,3,12.54,266200.00
Ivanovskoye,modern_panel,3,12.54,204650.00
Yuzhnoye Tushino,panel,1,12.54,167600.00
Khoroshyovo-Mnyovniki,monolith,1,12.54,139700.00
Ramenki,panel,1,12.54,218400.00
Ivanovskoye,brick,2,12.54,181100.00
Moskvorechye-Saburovo,panel,3,12.54,123550.00
Voykovsky,panel,2,12.54,193600.00
Severnoye Izmaylovo,stalin,2,12.54,136700.00
Obruchevsky,khrushchev,2,12.54,229800.00
Beskudnikovsky,panel,2,12.54,120600.00
Pokrovskoye-Streshnevo,monolith,3,12.54,281200.00
